,F4_GI_1,F4_GI_2,F4_GI_3,F4_GI_4,F4_HG_1,F4_HG_2,F4_HG_3,F4_STOM,F5_GI_1,F5_GI_2,F5_GI_3,F5_GI_4,F5_HG_1,F5_HG_2,F5_HG_3,F5_STOM,F6_GI_1,F6_GI_4,F6_HG_1,F6_HG_2,F6_HG_3,F7_GI_2,F7_GI_3,F7_GI_4,F7_HG_1,F7_HG_2,F7_HG_3,F7_STOM,F8_GI_1,F8_GI_2,F8_GI_4,F8_HG_1,F8_HG_2,F8_HG_3,F8_STOM,cluster.index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
354,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.343492419,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,0.990253161,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.168002017,0.202516063,-0.564701638,-0.181390397,0.029834212,1.278411991,-0.229689808,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,2.128953838,354,1,3,Organic compounds,1,Phenylpropanoids and polyketides,0.351851852,Benzene and substituted derivatives,0.237037037,,0.185185185,Retrochalcones,0.166666667,Aromatic homomonocyclic compounds,0.648148148
373,0.172560162,-0.12491561,0.251191452,0.211298393,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.354298069,0.168559315,0.168179934,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.034971063,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.08192405,-0.238091826,0.135664251,0.402484756,0.368743851,0.210860916,-0.374333556,-0.297601694,-0.130704649,-0.042626357,-0.562599668,-0.509478176,-0.491631968,-0.420483236,373,S168,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
376,-0.148230718,0.009656341,0.112950714,0.241990526,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,0.381972689,0.329873509,0.297459057,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.085996771,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.40402498,-0.314353297,-0.143273958,0.061473721,-0.646064794,-0.700768166,-0.374333556,-0.496007832,-0.2526636,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,376,S170,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
390,-0.541299395,-0.7334819,-0.327345742,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,-0.667340797,-0.128059346,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.464304445,-0.238939647,-0.242042863,-0.564701638,-0.102388831,-0.700768166,-0.374333556,-0.385288077,-0.367778791,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,390,3,74,Organic compounds,1,Lipids and lipid-like molecules,0.826045201,Prenol lipids,0.390973928,Diterpenoids,0.1878003,Diterpenoids,0.119417632,Aliphatic homopolycyclic compounds,0.268458231
395,-0.10645812,-0.334281042,-0.199283925,-0.07515273,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.001837257,-0.147447208,-0.114251394,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.153594875,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.094705255,-0.130727056,-0.080907661,0.112962984,0.004103428,-0.100004342,-0.374333556,-0.114556164,-0.121818219,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,395,52,20,Organic compounds,1,Organic acids and derivatives,0.501765873,Carboxylic acids and derivatives,0.461488095,"Amino acids, peptides, and analogues",0.461488095,Dipeptides,0.269186508,Aromatic heteropolycyclic compounds,0.33827381
401,-0.4887586,-0.7334819,-0.790627754,-0.345182118,-0.683071141,-0.707304438,-0.629984214,0.512079925,-0.143248222,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,0.487486855,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.479775705,0.128216566,0.548913619,0.352876158,0.738067117,0.435972533,1.188100815,-0.166997652,-0.757669631,-0.079499408,-0.562599668,-0.509478176,-0.491631968,1.376390518,401,S177,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
418,-0.194157316,-0.293807163,-0.097086245,0.074543273,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.34648435,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.281500319,-0.00213087,0.162146062,0.07419212,0.144999754,-0.700768166,-0.374333556,-0.338303742,-0.219687509,0.02445145,-0.562599668,-0.509478176,-0.491631968,-0.420483236,418,S185,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
431,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.821261841,-0.694314964,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,1.230920502,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.460814528,-0.328496688,-0.42722837,-0.564701638,-0.646064794,-0.700768166,0.760057559,-0.165792079,-0.757669631,-0.057222913,-0.562599668,-0.509478176,-0.491631968,-0.420483236,431,56,2,Organic compounds,1,Organoheterocyclic compounds,0.708333333,Azoles,0.1875,Oxadiazoles,0.1875,Phenyloxadiazoles,0.1875,Aromatic heteropolycyclic compounds,0.631944444
433,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,1.308555299,-0.323599273,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,2.589684472,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.512079053,-0.255045415,-0.564701638,-0.025504573,-0.700768166,-0.374333556,-0.472220411,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,1.197121533,433,S190,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
443,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.212901652,-0.694314964,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,0.036104955,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,1.169623432,443,153,2,Organic compounds,1,Benzenoids,0.314285714,Benzene and substituted derivatives,0.242857143,,0.214285714,N-phenylureas,0.142857143,Aromatic heteropolycyclic compounds,0.535714286
459,0.195458504,-0.7334819,-0.354739098,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.456070235,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.183130667,-0.211747242,-0.237708064,-0.564701638,-0.646064794,-0.700768166,-0.374333556,1.157559693,-0.070648667,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,459,19,21,Organic compounds,0.619047619,Organoheterocyclic compounds,0.278741497,Benzene and substituted derivatives,0.126870748,,0.119047619,Dipeptides,0.038548753,Aromatic heteropolycyclic compounds,0.239172336
512,0.564802559,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.13553986,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.487547472,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.490760096,0.617671128,0.687902881,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.230594347,-0.140423473,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,512,S233,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Dipeptides,1,Aromatic heteropolycyclic compounds,1
513,-0.121315118,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.097770265,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.131685501,-0.232730747,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.220757715,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,513,S234,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
514,0.050113037,-0.247081233,-0.213680724,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.247042524,-0.126541556,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.022965745,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.003230416,-0.140808673,-0.804159412,0.234437079,-0.646064794,-0.700768166,-0.374333556,-0.099107378,-0.071487059,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,514,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
516,0.570883901,-0.7334819,0.349120196,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.764693101,-0.667340797,0.671466541,0.38950937,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,0.691251319,0.645665221,0.639405135,-0.646064794,-0.700768166,-0.374333556,0.875312957,0.50654515,0.403468297,-0.562599668,-0.509478176,-0.491631968,-0.420483236,516,S235,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
518,0.824054752,-0.224376121,-0.089043013,0.082285417,-0.683071141,-0.707304438,-0.629984214,0.273635525,1.182946747,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.605669724,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.920782185,-0.038797597,-0.063037166,0.005482088,-0.646064794,-0.700768166,-0.374333556,0.315715504,0.376158378,-0.180193466,-0.562599668,-0.509478176,-0.491631968,-0.420483236,518,86,10,Organic compounds,1,Lipids and lipid-like molecules,0.656547619,Glycerophospholipids,0.257142857,Glycerophosphocholines,0.257142857,Monoalkylglycerophosphocholines,0.216865079,Aliphatic acyclic compounds,0.282142857
525,0.398496316,-0.7334819,-0.275463513,-0.060447886,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.679215947,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.153881464,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.414075032,-0.332173877,-0.322816616,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.62853176,-0.045409536,-0.373908939,-0.562599668,-0.509478176,-0.491631968,-0.420483236,525,127,3,Organic compounds,1,Organoheterocyclic compounds,0.425,Organooxygen compounds,0.15,Cytisine and derivatives,0.141666667,Cytisine and derivatives,0.141666667,Aromatic heteropolycyclic compounds,0.733333333
530,-0.080807602,-0.7334819,-0.411386167,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.140509979,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.085764905,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.098623369,-0.444937183,-0.551470117,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.127366555,-0.33023519,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,530,289,3,Organic compounds,1,Phenylpropanoids and polyketides,0.457671958,Coumarins and derivatives,0.424338624,,0.221693122,Psoralens,0.142857143,Aromatic heteropolycyclic compounds,0.697354497
536,0.099157013,-0.255301916,-0.165815346,-0.09057414,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.326933385,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.086480385,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.131903819,-0.009313496,-0.152491736,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.234189297,0.041067255,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,536,S244,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
551,0.061718231,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.045439164,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.126699713,-0.403976439,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.308113076,-0.231697059,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,551,238,2,Organic compounds,0.5,Organic acids and derivatives,0.277777778,Carboxylic acids and derivatives,0.222222222,"Amino acids, peptides, and analogues",0.222222222,Alpha amino acid amides,0.111111111,Aromatic heteropolycyclic compounds,0.388888889
554,0.010523508,-0.103907993,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.319569223,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.054347531,-0.362681462,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.456383838,-0.31557247,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,554,S250,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
558,-0.146801231,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.072583567,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.08537399,-0.216273464,-0.304488061,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.023393202,-0.136386124,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,558,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
640,-0.23114697,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.230606435,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.305091677,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.341253567,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,640,3,74,Organic compounds,1,Lipids and lipid-like molecules,0.826045201,Prenol lipids,0.390973928,Diterpenoids,0.1878003,Diterpenoids,0.119417632,Aliphatic homopolycyclic compounds,0.268458231
644,1.091033482,1.01963826,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.604357097,0.416850389,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,3.328084152,-0.66273721,-0.530203753,-0.54246981,-0.500355085,1.510041894,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.432691651,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,2.932894696,644,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
647,0.572025704,1.454013924,0.924581283,0.729503231,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.021284552,1.295439494,0.732724234,0.605028579,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.573219991,0.212611139,-0.530203753,-0.54246981,-0.500355085,0.699943415,-0.807651313,0.253636396,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.143201373,0.877934934,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,647,S293,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
648,-0.21629614,0.749678908,0.8777562,0.515448774,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.181766323,-0.329493653,0.905335687,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,0.312788417,-0.530203753,-0.54246981,-0.500355085,0.664506847,1.102412839,0.342822152,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.016155385,-0.273997432,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,648,38,13,Organic compounds,0.923076923,Lipids and lipid-like molecules,0.625641026,Sphingolipids,0.289102564,Ceramides,0.238461538,Ceramides,0.197435897,Aliphatic acyclic compounds,0.730769231
649,-0.821755849,1.50353818,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,0.892489788,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.65481527,0.887547555,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,0.91883825,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,649,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
658,-0.821755849,0.086900621,0.166691902,0.355793846,-0.683071141,0.401940135,-0.629984214,-0.411280788,-0.302622006,0.808224643,0.586880206,0.473597377,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.110218641,0.13168294,-0.530203753,-0.54246981,-0.500355085,0.076551287,-0.807651313,-0.005061336,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.43825823,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,658,89,6,Organic compounds,1,Organoheterocyclic compounds,0.339905002,Carboxylic acids and derivatives,0.315241703,"Amino acids, peptides, and analogues",0.315241703,Dipeptides,0.204395142,Aromatic heteropolycyclic compounds,0.633651996
667,-0.145591147,0.202222725,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.37533228,-0.3782579,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.947697764,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.374823864,-0.555022131,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.414509388,-0.191493581,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,667,159,2,Organic compounds,1,Benzenoids,0.347222222,Prenol lipids,0.243055556,Monoterpenoids,0.243055556,Aromatic monoterpenoids,0.243055556,Aromatic heteromonocyclic compounds,0.541666667
670,0.205030273,0.594441481,0.034588766,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.671178725,-0.248516657,0.100943542,-0.19872396,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.078952216,0.473927988,0.024099957,-0.562599668,-0.509478176,-0.491631968,-0.420483236,670,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
687,-0.318413031,0.052467214,-0.173750113,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,0.064182725,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.246743293,-0.21110487,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.15849717,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,687,3,74,Organic compounds,1,Lipids and lipid-like molecules,0.826045201,Prenol lipids,0.390973928,Diterpenoids,0.1878003,Diterpenoids,0.119417632,Aliphatic homopolycyclic compounds,0.268458231
712,-0.409989179,-0.128500658,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.498465417,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.143086108,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.537276172,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.548003906,-0.361832889,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,712,S325,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
722,-0.158334272,-0.08927732,-0.207656796,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.487479025,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.105430026,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.297467172,-0.357026967,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.218468768,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,722,63,50,Organic compounds,1,Lipids and lipid-like molecules,0.470212121,Prenol lipids,0.177018038,,0.1856443,Diterpenoids,0.042135642,Aromatic heteropolycyclic compounds,0.382551948
724,-0.456883194,-0.296237467,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.472980361,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.371126898,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.184821949,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.545112531,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,724,S330,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
736,-0.821755849,0.009842196,0.024816725,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.456605647,0.073095512,0.037053871,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,0.342004977,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.243788946,-0.108390257,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,736,55,3,Organic compounds,1,Organoheterocyclic compounds,0.396825397,Carboxylic acids and derivatives,0.339285714,"Amino acids, peptides, and analogues",0.339285714,N-acyl-alpha amino acids,0.125,Aromatic heteromonocyclic compounds,0.375661376
749,-0.339795164,-0.200349911,-0.024474022,-0.050700117,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,0.107599148,-0.027312335,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.424773037,-0.153713912,-0.174783827,-0.564701638,-0.09370734,-0.700768166,-0.374333556,-0.78788789,-0.257331001,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,749,S343,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
754,0.008137367,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.057643488,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.339142148,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.312005762,-0.488842764,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,754,S347,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
788,-0.32417026,-0.7334819,-0.201043336,-0.031805886,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.104420499,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.21196321,-0.034861003,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.325933778,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,788,S363,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
857,-0.821755849,-0.270371708,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.694314964,0.342657003,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.169310238,0.046721458,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.381143618,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,857,S396,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
859,-0.821755849,0.307406202,-0.106343566,0.023267909,-0.683071141,-0.003734084,-0.629984214,-0.411280788,-0.102535512,0.567045353,0.548340392,0.388967484,0.329212546,0.317172455,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.543338701,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.322232572,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,859,S398,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
877,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,-0.707304438,-0.629984214,0.136877286,-0.694314964,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,3.63708994,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,2.827296546,-0.78788789,-0.757669631,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,877,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
