cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
1467,S748,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1469,197,3,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1571,197,3,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1957,197,3,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1470,S749,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1471,S750,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1472,202,3,Organic compounds,1,Lipids and lipid-like molecules,0.31547619,Carboxylic acids and derivatives,0.291666667,"Amino acids, peptides, and analogues",0.291666667,Delta amino acids and derivatives,0.208333333,Aromatic heteropolycyclic compounds,0.482142857
1886,202,3,Organic compounds,1,Lipids and lipid-like molecules,0.31547619,Carboxylic acids and derivatives,0.291666667,"Amino acids, peptides, and analogues",0.291666667,Delta amino acids and derivatives,0.208333333,Aromatic heteropolycyclic compounds,0.482142857
1887,202,3,Organic compounds,1,Lipids and lipid-like molecules,0.31547619,Carboxylic acids and derivatives,0.291666667,"Amino acids, peptides, and analogues",0.291666667,Delta amino acids and derivatives,0.208333333,Aromatic heteropolycyclic compounds,0.482142857
1473,S751,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1474,S752,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1476,S753,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1477,S754,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1478,S755,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1479,S756,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1482,S757,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1483,S758,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1484,S759,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1485,S760,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1486,S761,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1488,S762,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1489,S763,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1490,S764,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1491,S765,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1494,S766,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1496,S767,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1497,S768,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1498,S769,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1499,256,2,Organic compounds,1,Organoheterocyclic compounds,0.361111111,Benzene and substituted derivatives,0.155555556,,0.161111111,Quinazolinamines,0.1,Aromatic heteropolycyclic compounds,0.422222222
2070,256,2,Organic compounds,1,Organoheterocyclic compounds,0.361111111,Benzene and substituted derivatives,0.155555556,,0.161111111,Quinazolinamines,0.1,Aromatic heteropolycyclic compounds,0.422222222
1500,S770,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1501,S771,1,Organic compounds,1,Organic acids and derivatives,1,Peptidomimetics,1,Depsipeptides,1,Cyclic depsipeptides,1,Aromatic heteromonocyclic compounds,1
1505,S772,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1506,S773,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1508,S774,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1509,251,2,Organic compounds,0.5,Lipids and lipid-like molecules,0.25,Prenol lipids,0.166666667,Terpene glycosides,0.166666667,Triterpene saponins,0.166666667,Aliphatic heteropolycyclic compounds,0.166666667
1631,251,2,Organic compounds,0.5,Lipids and lipid-like molecules,0.25,Prenol lipids,0.166666667,Terpene glycosides,0.166666667,Triterpene saponins,0.166666667,Aliphatic heteropolycyclic compounds,0.166666667
1510,S775,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1514,S776,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Cyclic peptides,1,Aliphatic heteropolycyclic compounds,1
1515,S777,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1516,S778,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1517,S779,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1519,S780,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1520,54,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Carboximidic acids and derivatives,0.1,Carboximidic acids,0.1,Cyclic carboximidic acids,0.1,Aromatic heteromonocyclic compounds,0.2
1523,54,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Carboximidic acids and derivatives,0.1,Carboximidic acids,0.1,Cyclic carboximidic acids,0.1,Aromatic heteromonocyclic compounds,0.2
1521,S781,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1522,S782,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1525,S783,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1526,S784,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1527,S785,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1529,S786,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1530,S787,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1531,S788,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1532,S789,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1533,S790,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1535,91,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1590,91,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1536,S791,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1537,S792,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1539,S793,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1540,S794,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1541,S795,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1543,S796,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1544,S797,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1545,S798,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1546,S799,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1547,S800,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1550,S801,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1551,S802,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1553,S803,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1556,S804,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1557,S805,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1558,S806,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1559,S807,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1560,S808,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1563,S809,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1564,190,2,Organic compounds,1,Benzenoids,0.5,Benzene and substituted derivatives,0.5,Diphenylethers,0.5,Bromodiphenyl ethers,0.5,Aromatic homomonocyclic compounds,0.5
1784,190,2,Organic compounds,1,Benzenoids,0.5,Benzene and substituted derivatives,0.5,Diphenylethers,0.5,Bromodiphenyl ethers,0.5,Aromatic homomonocyclic compounds,0.5
1565,S810,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1566,S811,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1567,S812,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1568,S813,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1569,S814,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Cyclic peptides,1,Aromatic heteropolycyclic compounds,1
1570,S815,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1572,S816,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1574,S817,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1575,S818,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1576,S819,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1577,S820,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1578,S821,1,Organic compounds,1,Lipids and lipid-like molecules,1,Steroids and steroid derivatives,1,"Bile acids, alcohols and derivatives",1,"Monohydroxy bile acids, alcohols and derivatives",1,Aliphatic homopolycyclic compounds,1
1581,S822,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aliphatic heteropolycyclic compounds,1
1584,26,3,Organic compounds,1,Organoheterocyclic compounds,0.291005291,Carboxylic acids and derivatives,0.28042328,"Amino acids, peptides, and analogues",0.28042328,Ketals,0.195767196,Aromatic heteropolycyclic compounds,0.502645503
1588,26,3,Organic compounds,1,Organoheterocyclic compounds,0.291005291,Carboxylic acids and derivatives,0.28042328,"Amino acids, peptides, and analogues",0.28042328,Ketals,0.195767196,Aromatic heteropolycyclic compounds,0.502645503
1673,26,3,Organic compounds,1,Organoheterocyclic compounds,0.291005291,Carboxylic acids and derivatives,0.28042328,"Amino acids, peptides, and analogues",0.28042328,Ketals,0.195767196,Aromatic heteropolycyclic compounds,0.502645503
1585,S823,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1586,S824,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1587,S825,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1591,S826,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1593,S827,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1594,S828,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1595,S829,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1598,S830,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1599,S831,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1600,S832,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1601,S833,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1603,S834,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1604,S835,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1605,S836,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1607,S837,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1611,S838,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1612,S839,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1614,S840,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1615,S841,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1617,S842,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1618,S843,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1619,185,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1655,185,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1620,S844,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1621,S845,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteromonocyclic compounds,1
1622,S846,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1623,S847,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1626,S848,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1628,S849,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1630,S850,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1632,S851,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1634,S852,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1635,S853,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1636,S854,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1641,S855,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1642,S856,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1643,S857,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1644,S858,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1645,S859,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1647,S860,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1648,S861,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1649,S862,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1650,S863,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1652,S864,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1656,S865,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1657,S866,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1658,S867,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1661,S868,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1663,S869,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1664,S870,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1668,S871,1,Organic compounds,1,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,1,N-acyl-alpha-hexosamines,1,Aliphatic heteromonocyclic compounds,1
1669,S872,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1670,260,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Isoquinolines and derivatives,0.2,Benzylisoquinolines,0.2,Benzylisoquinolines,0.2,Aromatic heteropolycyclic compounds,0.4
1671,260,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Isoquinolines and derivatives,0.2,Benzylisoquinolines,0.2,Benzylisoquinolines,0.2,Aromatic heteropolycyclic compounds,0.4
1674,S873,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1675,S874,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1676,S875,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1678,S876,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1681,S877,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1682,S878,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1683,S879,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1684,S880,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
