Tree#,Groups,WScore
1,F4_GI_4-F6_PC,0.734291
1,F4_HG_1-F6_PC,0.580639
1,F4_HG_2-F6_PC,0.595603
1,F4_HG_3-F6_PC,0.594245
1,F4_PC-F6_PC,0.693674
1,F4_STOM-F6_PC,0.873159
1,F5_GI_1-F6_PC,0.742149
1,F5_GI_2-F6_PC,0.751755
1,F5_GI_3-F6_PC,0.710495
1,F5_GI_4-F6_PC,0.609238
1,F5_HG_1-F6_PC,0.520278
1,F5_HG_2-F6_PC,0.517857
1,F5_HG_3-F6_PC,0.508383
1,F5_PC-F6_PC,0.603521
1,F5_STOM-F6_PC,0.654046
1,F6_GI_1-F6_PC,0.328796
1,F6_GI_3-F6_PC,0.60547
1,F6_GI_4-F6_PC,0.340987
1,F6_HG_1-F6_PC,0.188184
1,F6_HG_2-F6_PC,0.272669
1,F6_HG_3-F6_PC,0.15417
1,BLANK2_1_A-F7_GI_2,0.63409
1,F1_GI-F7_GI_2,0.393838
1,F1_HG-F7_GI_2,0.867782
1,F1_PC-F7_GI_2,0.667667
1,F1_STOM-F7_GI_2,0.623268
1,F2_GI-F7_GI_2,0.321969
1,F2_HG-F7_GI_2,0.833225
1,F2_PC-F7_GI_2,0.68491
1,F3_GI-F7_GI_2,0.525607
1,F3_HG-F7_GI_2,0.736603
1,F3_PC-F7_GI_2,0.44585
1,F3_STOM-F7_GI_2,0.614481
1,F4_GI_1-F7_GI_2,0.331291
1,F4_GI_2-F7_GI_2,0.551061
1,F4_GI_3-F7_GI_2,0.499257
1,F4_GI_4-F7_GI_2,0.547566
1,F4_HG_1-F7_GI_2,0.624617
1,F4_HG_2-F7_GI_2,0.545376
1,F4_HG_3-F7_GI_2,0.630702
1,F4_PC-F7_GI_2,0.215232
1,F4_STOM-F7_GI_2,0.544687
1,F5_GI_1-F7_GI_2,0.566351
1,F5_GI_2-F7_GI_2,0.48575
1,F5_GI_3-F7_GI_2,0.632666
1,F5_GI_4-F7_GI_2,0.53873
1,F5_HG_1-F7_GI_2,0.694164
1,F5_HG_2-F7_GI_2,0.713214
1,F5_HG_3-F7_GI_2,0.732598
1,F5_PC-F7_GI_2,0.56346
1,F5_STOM-F7_GI_2,0.556197
1,F6_GI_1-F7_GI_2,0.694952
1,F6_GI_3-F7_GI_2,0.768665
1,F6_GI_4-F7_GI_2,0.77095
1,F6_HG_1-F7_GI_2,0.827625
1,F6_HG_2-F7_GI_2,0.751767
1,F6_HG_3-F7_GI_2,0.794838
1,F6_PC-F7_GI_2,0.794152
1,BLANK2_1_A-F7_GI_3,0.662215
1,F1_GI-F7_GI_3,0.818228
1,F1_HG-F7_GI_3,0.697664
1,F1_PC-F7_GI_3,0.676393
1,F1_STOM-F7_GI_3,0.805724
1,F2_GI-F7_GI_3,0.78626
1,F2_HG-F7_GI_3,0.674706
1,F2_PC-F7_GI_3,0.660342
1,F3_GI-F7_GI_3,0.792031
1,F3_HG-F7_GI_3,0.63759
1,F3_PC-F7_GI_3,0.744811
1,F3_STOM-F7_GI_3,0.815074
1,F4_GI_1-F7_GI_3,0.74854
1,F4_GI_2-F7_GI_3,0.721381
1,F4_GI_3-F7_GI_3,0.705764
1,F4_GI_4-F7_GI_3,0.631989
1,F4_HG_1-F7_GI_3,0.596736
1,F4_HG_2-F7_GI_3,0.599934
1,F4_HG_3-F7_GI_3,0.633981
1,F4_PC-F7_GI_3,0.678195
1,F4_STOM-F7_GI_3,0.803826
1,F5_GI_1-F7_GI_3,0.693754
1,F5_GI_2-F7_GI_3,0.646372
1,F5_GI_3-F7_GI_3,0.590055
1,F5_GI_4-F7_GI_3,0.568137
1,F5_HG_1-F7_GI_3,0.593604
1,F5_HG_2-F7_GI_3,0.605462
1,F5_HG_3-F7_GI_3,0.594741
1,F5_PC-F7_GI_3,0.626858
1,F5_STOM-F7_GI_3,0.668293
1,F6_GI_1-F7_GI_3,0.664716
1,F6_GI_3-F7_GI_3,0.660234
1,F6_GI_4-F7_GI_3,0.633016
1,F6_HG_1-F7_GI_3,0.685798
1,F6_HG_2-F7_GI_3,0.633649
1,F6_HG_3-F7_GI_3,0.681953
1,F6_PC-F7_GI_3,0.67072
1,F7_GI_2-F7_GI_3,0.735364
1,BLANK2_1_A-F7_GI_4,0.622971
1,F1_GI-F7_GI_4,0.843155
1,F1_HG-F7_GI_4,0.608396
1,F1_PC-F7_GI_4,0.68677
1,F1_STOM-F7_GI_4,0.815626
1,F2_GI-F7_GI_4,0.810526
1,F2_HG-F7_GI_4,0.580984
1,F2_PC-F7_GI_4,0.656619
1,F3_GI-F7_GI_4,0.818092
1,F3_HG-F7_GI_4,0.614988
1,F3_PC-F7_GI_4,0.764723
1,F3_STOM-F7_GI_4,0.833692
1,F4_GI_1-F7_GI_4,0.776686
1,F4_GI_2-F7_GI_4,0.749787
1,F4_GI_3-F7_GI_4,0.733125
1,F4_GI_4-F7_GI_4,0.65802
1,F4_HG_1-F7_GI_4,0.528008
1,F4_HG_2-F7_GI_4,0.532234
1,F4_HG_3-F7_GI_4,0.571425
1,F4_PC-F7_GI_4,0.678725
1,F4_STOM-F7_GI_4,0.824344
1,F5_GI_1-F7_GI_4,0.715672
1,F5_GI_2-F7_GI_4,0.673996
1,F5_GI_3-F7_GI_4,0.617333
1,F5_GI_4-F7_GI_4,0.541651
1,F5_HG_1-F7_GI_4,0.515657
1,F5_HG_2-F7_GI_4,0.526855
1,F5_HG_3-F7_GI_4,0.513266
1,F5_PC-F7_GI_4,0.566691
1,F5_STOM-F7_GI_4,0.642241
1,F6_GI_1-F7_GI_4,0.636295
1,F6_GI_3-F7_GI_4,0.63688
1,F6_GI_4-F7_GI_4,0.559965
1,F6_HG_1-F7_GI_4,0.60448
1,F6_HG_2-F7_GI_4,0.603078
1,F6_HG_3-F7_GI_4,0.63067
1,F6_PC-F7_GI_4,0.614478
1,F7_GI_2-F7_GI_4,0.768163
1,F7_GI_3-F7_GI_4,0.200167
1,BLANK2_1_A-F7_HG_1,0.716473
1,F1_GI-F7_HG_1,0.909306
1,F1_HG-F7_HG_1,0.281127
1,F1_PC-F7_HG_1,0.78447
1,F1_STOM-F7_HG_1,0.85853
1,F2_GI-F7_HG_1,0.890245
1,F2_HG-F7_HG_1,0.241221
1,F2_PC-F7_HG_1,0.773141
1,F3_GI-F7_HG_1,0.931612
1,F3_HG-F7_HG_1,0.644376
1,F3_PC-F7_HG_1,0.814215
1,F3_STOM-F7_HG_1,0.874599
1,F4_GI_1-F7_HG_1,0.830335
1,F4_GI_2-F7_HG_1,0.765609
1,F4_GI_3-F7_HG_1,0.749588
1,F4_GI_4-F7_HG_1,0.693779
1,F4_HG_1-F7_HG_1,0.354303
1,F4_HG_2-F7_HG_1,0.42608
1,F4_HG_3-F7_HG_1,0.354907
1,F4_PC-F7_HG_1,0.747856
1,F4_STOM-F7_HG_1,0.890476
1,F5_GI_1-F7_HG_1,0.789705
1,F5_GI_2-F7_HG_1,0.706558
1,F5_GI_3-F7_HG_1,0.670458
1,F5_GI_4-F7_HG_1,0.549513
1,F5_HG_1-F7_HG_1,0.394834
1,F5_HG_2-F7_HG_1,0.369513
1,F5_HG_3-F7_HG_1,0.386248
1,F5_PC-F7_HG_1,0.557441
1,F5_STOM-F7_HG_1,0.664118
1,F6_GI_1-F7_HG_1,0.654179
1,F6_GI_3-F7_HG_1,0.754906
1,F6_GI_4-F7_HG_1,0.589156
1,F6_HG_1-F7_HG_1,0.525709
1,F6_HG_2-F7_HG_1,0.594699
1,F6_HG_3-F7_HG_1,0.543086
1,F6_PC-F7_HG_1,0.55055
1,F7_GI_2-F7_HG_1,0.865631
1,F7_GI_3-F7_HG_1,0.644218
1,F7_GI_4-F7_HG_1,0.553037
1,BLANK2_1_A-F7_HG_2,0.737723
1,F1_GI-F7_HG_2,0.926583
1,F1_HG-F7_HG_2,0.281012
1,F1_PC-F7_HG_2,0.806057
1,F1_STOM-F7_HG_2,0.872696
1,F2_GI-F7_HG_2,0.911489
1,F2_HG-F7_HG_2,0.218226
1,F2_PC-F7_HG_2,0.793416
1,F3_GI-F7_HG_2,0.957398
1,F3_HG-F7_HG_2,0.662555
1,F3_PC-F7_HG_2,0.832169
1,F3_STOM-F7_HG_2,0.889941
1,F4_GI_1-F7_HG_2,0.855513
1,F4_GI_2-F7_HG_2,0.787638
1,F4_GI_3-F7_HG_2,0.77378
1,F4_GI_4-F7_HG_2,0.719958
1,F4_HG_1-F7_HG_2,0.377144
1,F4_HG_2-F7_HG_2,0.447291
1,F4_HG_3-F7_HG_2,0.361482
1,F4_PC-F7_HG_2,0.771976
1,F4_STOM-F7_HG_2,0.90989
1,F5_GI_1-F7_HG_2,0.812299
1,F5_GI_2-F7_HG_2,0.732659
1,F5_GI_3-F7_HG_2,0.695848
1,F5_GI_4-F7_HG_2,0.575047
1,F5_HG_1-F7_HG_2,0.393125
1,F5_HG_2-F7_HG_2,0.366831
1,F5_HG_3-F7_HG_2,0.373183
1,F5_PC-F7_HG_2,0.585031
1,F5_STOM-F7_HG_2,0.687501
1,F6_GI_1-F7_HG_2,0.677111
1,F6_GI_3-F7_HG_2,0.774056
1,F6_GI_4-F7_HG_2,0.5987
1,F6_HG_1-F7_HG_2,0.52606
1,F6_HG_2-F7_HG_2,0.607456
1,F6_HG_3-F7_HG_2,0.559359
1,F6_PC-F7_HG_2,0.562146
1,F7_GI_2-F7_HG_2,0.887831
1,F7_GI_3-F7_HG_2,0.683412
1,F7_GI_4-F7_HG_2,0.592621
1,F7_HG_1-F7_HG_2,0.094751
1,BLANK2_1_A-F7_HG_3,0.755362
1,F1_GI-F7_HG_3,0.93706
1,F1_HG-F7_HG_3,0.307145
1,F1_PC-F7_HG_3,0.819484
1,F1_STOM-F7_HG_3,0.881975
1,F2_GI-F7_HG_3,0.925635
1,F2_HG-F7_HG_3,0.232679
1,F2_PC-F7_HG_3,0.809634
1,F3_GI-F7_HG_3,0.971313
1,F3_HG-F7_HG_3,0.677065
1,F3_PC-F7_HG_3,0.845264
1,F3_STOM-F7_HG_3,0.89836
1,F4_GI_1-F7_HG_3,0.872664
1,F4_GI_2-F7_HG_3,0.776294
1,F4_GI_3-F7_HG_3,0.763921
1,F4_GI_4-F7_HG_3,0.730665
1,F4_HG_1-F7_HG_3,0.406016
1,F4_HG_2-F7_HG_3,0.476211
1,F4_HG_3-F7_HG_3,0.384307
1,F4_PC-F7_HG_3,0.78945
1,F4_STOM-F7_HG_3,0.921936
1,F5_GI_1-F7_HG_3,0.828516
1,F5_GI_2-F7_HG_3,0.761792
1,F5_GI_3-F7_HG_3,0.689265
1,F5_GI_4-F7_HG_3,0.604452
1,F5_HG_1-F7_HG_3,0.407875
1,F5_HG_2-F7_HG_3,0.382119
1,F5_HG_3-F7_HG_3,0.387623
1,F5_PC-F7_HG_3,0.609924
1,F5_STOM-F7_HG_3,0.706466
1,F6_GI_1-F7_HG_3,0.695604
1,F6_GI_3-F7_HG_3,0.795511
1,F6_GI_4-F7_HG_3,0.612596
1,F6_HG_1-F7_HG_3,0.541114
1,F6_HG_2-F7_HG_3,0.624827
1,F6_HG_3-F7_HG_3,0.577276
1,F6_PC-F7_HG_3,0.577497
1,F7_GI_2-F7_HG_3,0.903329
1,F7_GI_3-F7_HG_3,0.719182
1,F7_GI_4-F7_HG_3,0.626816
1,F7_HG_1-F7_HG_3,0.143759
1,F7_HG_2-F7_HG_3,0.066737
1,BLANK2_1_A-F7_STOM,0.769352
1,F1_GI-F7_STOM,0.627462
1,F1_HG-F7_STOM,0.89557
1,F1_PC-F7_STOM,0.831493
1,F1_STOM-F7_STOM,0.238437
1,F2_GI-F7_STOM,0.597117
1,F2_HG-F7_STOM,0.881488
1,F2_PC-F7_STOM,0.833036
1,F3_GI-F7_STOM,0.708121
1,F3_HG-F7_STOM,0.829765
1,F3_PC-F7_STOM,0.64409
1,F3_STOM-F7_STOM,0.435743
1,F4_GI_1-F7_STOM,0.590691
1,F4_GI_2-F7_STOM,0.773284
1,F4_GI_3-F7_STOM,0.76048
1,F4_GI_4-F7_STOM,0.788601
1,F4_HG_1-F7_STOM,0.801821
1,F4_HG_2-F7_STOM,0.772078
1,F4_HG_3-F7_STOM,0.791476
1,F4_PC-F7_STOM,0.627129
1,F4_STOM-F7_STOM,0.248758
1,F5_GI_1-F7_STOM,0.632622
1,F5_GI_2-F7_STOM,0.726866
1,F5_GI_3-F7_STOM,0.76926
1,F5_GI_4-F7_STOM,0.716765
1,F5_HG_1-F7_STOM,0.799555
1,F5_HG_2-F7_STOM,0.804849
1,F5_HG_3-F7_STOM,0.822211
1,F5_PC-F7_STOM,0.758076
1,F5_STOM-F7_STOM,0.46877
1,F6_GI_1-F7_STOM,0.843486
1,F6_GI_3-F7_STOM,0.866268
1,F6_GI_4-F7_STOM,0.857474
1,F6_HG_1-F7_STOM,0.895361
1,F6_HG_2-F7_STOM,0.83953
1,F6_HG_3-F7_STOM,0.876375
1,F6_PC-F7_STOM,0.875503
1,F7_GI_2-F7_STOM,0.626537
1,F7_GI_3-F7_STOM,0.837865
1,F7_GI_4-F7_STOM,0.851878
1,F7_HG_1-F7_STOM,0.888876
1,F7_HG_2-F7_STOM,0.902138
1,F7_HG_3-F7_STOM,0.909859
1,BLANK2_1_A-F8_GI_1,0.593676
1,F1_GI-F8_GI_1,0.527041
1,F1_HG-F8_GI_1,0.850788
1,F1_PC-F8_GI_1,0.596325
1,F1_STOM-F8_GI_1,0.658562
1,F2_GI-F8_GI_1,0.479032
1,F2_HG-F8_GI_1,0.818868
1,F2_PC-F8_GI_1,0.642012
1,F3_GI-F8_GI_1,0.565531
1,F3_HG-F8_GI_1,0.728361
1,F3_PC-F8_GI_1,0.481367
1,F3_STOM-F8_GI_1,0.613669
1,F4_GI_1-F8_GI_1,0.399834
1,F4_GI_2-F8_GI_1,0.52584
1,F4_GI_3-F8_GI_1,0.49369
1,F4_GI_4-F8_GI_1,0.537689
1,F4_HG_1-F8_GI_1,0.603942
1,F4_HG_2-F8_GI_1,0.525681
1,F4_HG_3-F8_GI_1,0.611914
1,F4_PC-F8_GI_1,0.457682
1,F4_STOM-F8_GI_1,0.651281
1,F5_GI_1-F8_GI_1,0.29705
1,F5_GI_2-F8_GI_1,0.442397
1,F5_GI_3-F8_GI_1,0.590617
1,F5_GI_4-F8_GI_1,0.490592
1,F5_HG_1-F8_GI_1,0.64497
1,F5_HG_2-F8_GI_1,0.660521
1,F5_HG_3-F8_GI_1,0.695907
1,F5_PC-F8_GI_1,0.535088
1,F5_STOM-F8_GI_1,0.544589
1,F6_GI_1-F8_GI_1,0.602182
1,F6_GI_3-F8_GI_1,0.759763
1,F6_GI_4-F8_GI_1,0.74595
1,F6_HG_1-F8_GI_1,0.819241
1,F6_HG_2-F8_GI_1,0.747222
1,F6_HG_3-F8_GI_1,0.789608
1,F6_PC-F8_GI_1,0.785653
1,F7_GI_2-F8_GI_1,0.370685
1,F7_GI_3-F8_GI_1,0.694224
1,F7_GI_4-F8_GI_1,0.735281
1,F7_HG_1-F8_GI_1,0.847166
1,F7_HG_2-F8_GI_1,0.870233
1,F7_HG_3-F8_GI_1,0.886959
1,F7_STOM-F8_GI_1,0.69356
1,BLANK2_1_A-F8_GI_2,0.563436
1,F1_GI-F8_GI_2,0.618356
1,F1_HG-F8_GI_2,0.816965
1,F1_PC-F8_GI_2,0.457888
1,F1_STOM-F8_GI_2,0.707509
1,F2_GI-F8_GI_2,0.569127
1,F2_HG-F8_GI_2,0.781096
1,F2_PC-F8_GI_2,0.529452
1,F3_GI-F8_GI_2,0.612988
1,F3_HG-F8_GI_2,0.679569
1,F3_PC-F8_GI_2,0.546546
1,F3_STOM-F8_GI_2,0.668765
1,F4_GI_1-F8_GI_2,0.50167
1,F4_GI_2-F8_GI_2,0.514274
1,F4_GI_3-F8_GI_2,0.502061
1,F4_GI_4-F8_GI_2,0.484089
1,F4_HG_1-F8_GI_2,0.585428
1,F4_HG_2-F8_GI_2,0.535149
1,F4_HG_3-F8_GI_2,0.614183
1,F4_PC-F8_GI_2,0.568472
1,F4_STOM-F8_GI_2,0.708382
1,F5_GI_1-F8_GI_2,0.369266
1,F5_GI_2-F8_GI_2,0.428402
1,F5_GI_3-F8_GI_2,0.558534
1,F5_GI_4-F8_GI_2,0.50142
1,F5_HG_1-F8_GI_2,0.587639
1,F5_HG_2-F8_GI_2,0.608418
1,F5_HG_3-F8_GI_2,0.632481
1,F5_PC-F8_GI_2,0.418353
1,F5_STOM-F8_GI_2,0.568451
1,F6_GI_1-F8_GI_2,0.544835
1,F6_GI_3-F8_GI_2,0.674382
1,F6_GI_4-F8_GI_2,0.684614
1,F6_HG_1-F8_GI_2,0.770822
1,F6_HG_2-F8_GI_2,0.706149
1,F6_HG_3-F8_GI_2,0.745415
1,F6_PC-F8_GI_2,0.737137
1,F7_GI_2-F8_GI_2,0.46438
1,F7_GI_3-F8_GI_2,0.638207
1,F7_GI_4-F8_GI_2,0.673114
1,F7_HG_1-F8_GI_2,0.808586
1,F7_HG_2-F8_GI_2,0.830803
1,F7_HG_3-F8_GI_2,0.847423
1,F7_STOM-F8_GI_2,0.747273
1,F8_GI_1-F8_GI_2,0.276
1,BLANK2_1_A-F8_GI_3,0.612621
1,F1_GI-F8_GI_3,0.775016
1,F1_HG-F8_GI_3,0.788708
1,F1_PC-F8_GI_3,0.522281
1,F1_STOM-F8_GI_3,0.767205
1,F2_GI-F8_GI_3,0.729959
1,F2_HG-F8_GI_3,0.7619
1,F2_PC-F8_GI_3,0.528839
1,F3_GI-F8_GI_3,0.771457
1,F3_HG-F8_GI_3,0.68765
1,F3_PC-F8_GI_3,0.668347
1,F3_STOM-F8_GI_3,0.767666
1,F4_GI_1-F8_GI_3,0.462087
1,F4_GI_2-F8_GI_3,0.303225
1,F4_GI_3-F8_GI_3,0.305525
1,F4_GI_4-F8_GI_3,0.290601
1,F4_HG_1-F8_GI_3,0.594261
1,F4_HG_2-F8_GI_3,0.595248
1,F4_HG_3-F8_GI_3,0.692167
1,F4_PC-F8_GI_3,0.710533
1,F4_STOM-F8_GI_3,0.801594
1,F5_GI_1-F8_GI_3,0.578597
1,F5_GI_2-F8_GI_3,0.317764
1,F5_GI_3-F8_GI_3,0.278298
1,F5_GI_4-F8_GI_3,0.488578
1,F5_HG_1-F8_GI_3,0.589478
1,F5_HG_2-F8_GI_3,0.608513
1,F5_HG_3-F8_GI_3,0.624411
1,F5_PC-F8_GI_3,0.510009
1,F5_STOM-F8_GI_3,0.578961
1,F6_GI_1-F8_GI_3,0.62857
1,F6_GI_3-F8_GI_3,0.623021
1,F6_GI_4-F8_GI_3,0.622469
1,F6_HG_1-F8_GI_3,0.737163
1,F6_HG_2-F8_GI_3,0.703538
1,F6_HG_3-F8_GI_3,0.715734
1,F6_PC-F8_GI_3,0.711745
1,F7_GI_2-F8_GI_3,0.649349
1,F7_GI_3-F8_GI_3,0.617275
1,F7_GI_4-F8_GI_3,0.647423
1,F7_HG_1-F8_GI_3,0.683065
1,F7_HG_2-F8_GI_3,0.708557
1,F7_HG_3-F8_GI_3,0.707343
1,F7_STOM-F8_GI_3,0.811921
1,F8_GI_1-F8_GI_3,0.631079
1,F8_GI_2-F8_GI_3,0.504774
1,BLANK2_1_A-F8_GI_4,0.575514
1,F1_GI-F8_GI_4,0.850881
1,F1_HG-F8_GI_4,0.57205
1,F1_PC-F8_GI_4,0.584711
1,F1_STOM-F8_GI_4,0.805706
1,F2_GI-F8_GI_4,0.805759
1,F2_HG-F8_GI_4,0.54108
1,F2_PC-F8_GI_4,0.54182
1,F3_GI-F8_GI_4,0.828853
1,F3_HG-F8_GI_4,0.597473
1,F3_PC-F8_GI_4,0.739719
1,F3_STOM-F8_GI_4,0.836927
1,F4_GI_1-F8_GI_4,0.553837
1,F4_GI_2-F8_GI_4,0.526169
1,F4_GI_3-F8_GI_4,0.486254
1,F4_GI_4-F8_GI_4,0.398766
1,F4_HG_1-F8_GI_4,0.438497
1,F4_HG_2-F8_GI_4,0.440429
1,F4_HG_3-F8_GI_4,0.534906
1,F4_PC-F8_GI_4,0.678112
1,F4_STOM-F8_GI_4,0.842905
1,F5_GI_1-F8_GI_4,0.65027
1,F5_GI_2-F8_GI_4,0.424266
1,F5_GI_3-F8_GI_4,0.392667
1,F5_GI_4-F8_GI_4,0.398174
1,F5_HG_1-F8_GI_4,0.445792
1,F5_HG_2-F8_GI_4,0.458552
1,F5_HG_3-F8_GI_4,0.447047
1,F5_PC-F8_GI_4,0.417822
1,F5_STOM-F8_GI_4,0.535827
1,F6_GI_1-F8_GI_4,0.563413
1,F6_GI_3-F8_GI_4,0.586087
1,F6_GI_4-F8_GI_4,0.500285
1,F6_HG_1-F8_GI_4,0.562272
1,F6_HG_2-F8_GI_4,0.592886
1,F6_HG_3-F8_GI_4,0.5931
1,F6_PC-F8_GI_4,0.586174
1,F7_GI_2-F8_GI_4,0.734858
1,F7_GI_3-F8_GI_4,0.499547
1,F7_GI_4-F8_GI_4,0.422039
1,F7_HG_1-F8_GI_4,0.492137
1,F7_HG_2-F8_GI_4,0.527181
1,F7_HG_3-F8_GI_4,0.56151
1,F7_STOM-F8_GI_4,0.855684
1,F8_GI_1-F8_GI_4,0.728867
1,F8_GI_2-F8_GI_4,0.627995
1,F8_GI_3-F8_GI_4,0.330007
1,BLANK2_1_A-F8_HG_1,0.637329
1,F1_GI-F8_HG_1,0.873784
1,F1_HG-F8_HG_1,0.276594
1,F1_PC-F8_HG_1,0.719878
1,F1_STOM-F8_HG_1,0.83244
1,F2_GI-F8_HG_1,0.83593
1,F2_HG-F8_HG_1,0.221188
1,F2_PC-F8_HG_1,0.665678
1,F3_GI-F8_HG_1,0.857621
1,F3_HG-F8_HG_1,0.596496
1,F3_PC-F8_HG_1,0.776211
1,F3_STOM-F8_HG_1,0.848457
1,F4_GI_1-F8_HG_1,0.759453
1,F4_GI_2-F8_HG_1,0.720649
1,F4_GI_3-F8_HG_1,0.705801
1,F4_GI_4-F8_HG_1,0.656895
1,F4_HG_1-F8_HG_1,0.287947
1,F4_HG_2-F8_HG_1,0.356586
1,F4_HG_3-F8_HG_1,0.314918
1,F4_PC-F8_HG_1,0.677055
1,F4_STOM-F8_HG_1,0.862558
1,F5_GI_1-F8_HG_1,0.720639
1,F5_GI_2-F8_HG_1,0.675986
1,F5_GI_3-F8_HG_1,0.613087
1,F5_GI_4-F8_HG_1,0.500059
1,F5_HG_1-F8_HG_1,0.324646
1,F5_HG_2-F8_HG_1,0.305857
1,F5_HG_3-F8_HG_1,0.310748
1,F5_PC-F8_HG_1,0.458863
1,F5_STOM-F8_HG_1,0.591178
1,F6_GI_1-F8_HG_1,0.591466
1,F6_GI_3-F8_HG_1,0.685254
1,F6_GI_4-F8_HG_1,0.523763
1,F6_HG_1-F8_HG_1,0.503382
1,F6_HG_2-F8_HG_1,0.575845
1,F6_HG_3-F8_HG_1,0.538862
1,F6_PC-F8_HG_1,0.548315
1,F7_GI_2-F8_HG_1,0.789405
1,F7_GI_3-F8_HG_1,0.658719
1,F7_GI_4-F8_HG_1,0.574005
1,F7_HG_1-F8_HG_1,0.240299
1,F7_HG_2-F8_HG_1,0.235853
1,F7_HG_3-F8_HG_1,0.258095
1,F7_STOM-F8_HG_1,0.866885
1,F8_GI_1-F8_HG_1,0.773348
1,F8_GI_2-F8_HG_1,0.727962
1,F8_GI_3-F8_HG_1,0.649579
1,F8_GI_4-F8_HG_1,0.44703
1,BLANK2_1_A-F8_HG_2,0.616765
1,F1_GI-F8_HG_2,0.856434
1,F1_HG-F8_HG_2,0.283739
1,F1_PC-F8_HG_2,0.708154
1,F1_STOM-F8_HG_2,0.818806
1,F2_GI-F8_HG_2,0.813097
1,F2_HG-F8_HG_2,0.241583
1,F2_PC-F8_HG_2,0.656629
1,F3_GI-F8_HG_2,0.83551
1,F3_HG-F8_HG_2,0.582423
1,F3_PC-F8_HG_2,0.755146
1,F3_STOM-F8_HG_2,0.833652
1,F4_GI_1-F8_HG_2,0.73128
1,F4_GI_2-F8_HG_2,0.712289
1,F4_GI_3-F8_HG_2,0.696157
1,F4_GI_4-F8_HG_2,0.646056
1,F4_HG_1-F8_HG_2,0.262749
1,F4_HG_2-F8_HG_2,0.332954
1,F4_HG_3-F8_HG_2,0.290479
1,F4_PC-F8_HG_2,0.655728
1,F4_STOM-F8_HG_2,0.842355
1,F5_GI_1-F8_HG_2,0.689977
1,F5_GI_2-F8_HG_2,0.665038
1,F5_GI_3-F8_HG_2,0.61451
1,F5_GI_4-F8_HG_2,0.47969
1,F5_HG_1-F8_HG_2,0.316024
1,F5_HG_2-F8_HG_2,0.296157
1,F5_HG_3-F8_HG_2,0.306935
1,F5_PC-F8_HG_2,0.434304
1,F5_STOM-F8_HG_2,0.573566
1,F6_GI_1-F8_HG_2,0.576307
1,F6_GI_3-F8_HG_2,0.684581
1,F6_GI_4-F8_HG_2,0.509036
1,F6_HG_1-F8_HG_2,0.502934
1,F6_HG_2-F8_HG_2,0.564449
1,F6_HG_3-F8_HG_2,0.531714
1,F6_PC-F8_HG_2,0.54282
1,F7_GI_2-F8_HG_2,0.765148
1,F7_GI_3-F8_HG_2,0.624959
1,F7_GI_4-F8_HG_2,0.550981
1,F7_HG_1-F8_HG_2,0.256282
1,F7_HG_2-F8_HG_2,0.269351
1,F7_HG_3-F8_HG_2,0.293816
1,F7_STOM-F8_HG_2,0.85724
1,F8_GI_1-F8_HG_2,0.741793
1,F8_GI_2-F8_HG_2,0.704283
1,F8_GI_3-F8_HG_2,0.646452
1,F8_GI_4-F8_HG_2,0.431354
1,F8_HG_1-F8_HG_2,0.06716
1,BLANK2_1_A-F8_HG_3,0.636685
1,F1_GI-F8_HG_3,0.880266
1,F1_HG-F8_HG_3,0.260099
1,F1_PC-F8_HG_3,0.737305
1,F1_STOM-F8_HG_3,0.843071
1,F2_GI-F8_HG_3,0.84375
1,F2_HG-F8_HG_3,0.17597
1,F2_PC-F8_HG_3,0.689364
1,F3_GI-F8_HG_3,0.863015
1,F3_HG-F8_HG_3,0.56897
1,F3_PC-F8_HG_3,0.791356
1,F3_STOM-F8_HG_3,0.858422
1,F4_GI_1-F8_HG_3,0.817584
1,F4_GI_2-F8_HG_3,0.799611
1,F4_GI_3-F8_HG_3,0.789217
1,F4_GI_4-F8_HG_3,0.740694
1,F4_HG_1-F8_HG_3,0.320084
1,F4_HG_2-F8_HG_3,0.382105
1,F4_HG_3-F8_HG_3,0.292578
1,F4_PC-F8_HG_3,0.679282
1,F4_STOM-F8_HG_3,0.867362
1,F5_GI_1-F8_HG_3,0.74507
1,F5_GI_2-F8_HG_3,0.765645
1,F5_GI_3-F8_HG_3,0.694724
1,F5_GI_4-F8_HG_3,0.554444
1,F5_HG_1-F8_HG_3,0.313129
1,F5_HG_2-F8_HG_3,0.287897
1,F5_HG_3-F8_HG_3,0.288272
1,F5_PC-F8_HG_3,0.486909
1,F5_STOM-F8_HG_3,0.618373
1,F6_GI_1-F8_HG_3,0.609941
1,F6_GI_3-F8_HG_3,0.706631
1,F6_GI_4-F8_HG_3,0.524906
1,F6_HG_1-F8_HG_3,0.459865
1,F6_HG_2-F8_HG_3,0.550019
1,F6_HG_3-F8_HG_3,0.527241
1,F6_PC-F8_HG_3,0.517754
1,F7_GI_2-F8_HG_3,0.818217
1,F7_GI_3-F8_HG_3,0.647169
1,F7_GI_4-F8_HG_3,0.551841
1,F7_HG_1-F8_HG_3,0.295198
1,F7_HG_2-F8_HG_3,0.260362
1,F7_HG_3-F8_HG_3,0.271703
1,F7_STOM-F8_HG_3,0.874452
1,F8_GI_1-F8_HG_3,0.796491
1,F8_GI_2-F8_HG_3,0.751517
1,F8_GI_3-F8_HG_3,0.73667
1,F8_GI_4-F8_HG_3,0.5011
