"","Otu00002","Otu00003","Otu00004","Otu00005","Otu00007","Otu00009","Otu00012","Otu00015","Otu00016","Otu00017","Otu00018","Otu00019","Otu00021","Otu00023","Otu00024","Otu00025","Otu00027","Otu00028","Otu00029","Otu00032","Otu00033","Otu00034","Otu00040","Otu00041","Otu00042","Otu00045","Otu00047","Otu00048","Otu00049","Otu00056","Otu00057","Otu00058","Otu00059","Otu00060","Otu00061","Otu00062","Otu00063","Otu00065","Otu00069","Otu00070","Otu00072","Otu00073","Otu00074","Otu00075","Otu00079","Otu00081","Otu00082","Otu00083","Otu00085","Otu00087","Otu00088","Otu00089","Otu00090","Otu00091","Otu00092","Otu00094","Otu00095","Otu00097","Otu00098","Otu00100","Otu00102","Otu00103","Otu00104","Otu00105","Otu00107","Otu00108","Otu00109","Otu00110","Otu00111","Otu00113","Otu00114","Otu00115","Otu00116","Otu00117","Otu00118","Otu00119","Otu00120","Otu00122","Otu00123","Otu00124","Otu00125","Otu00126","Otu00127","Otu00129","Otu00130","Otu00131","Otu00132","Otu00133","Otu00134","Otu00135","Otu00136","Otu00137","Otu00139","Otu00140","Otu00141","Otu00142","Otu00147","Otu00148","Otu00151","Otu00154","Otu00156","Otu00157","Otu00158","Otu00159","Otu00162","Otu00163","Otu00164","Otu00165","Otu00166","Otu00167","Otu00169","Otu00171","Otu00173","Otu00174","Otu00175","Otu00176","Otu00180","Otu00181","Otu00182","Otu00183","Otu00184","Otu00185","Otu00187","Otu00188","Otu00189","Otu00190","Otu00192","Otu00194","Otu00196","Otu00199","Otu00200","Otu00201","Otu00202","Otu00203","Otu00204","Otu00205","Otu00207","Otu00208","Otu00209","Otu00210","Otu00211","Otu00212","Otu00213","Otu00214","Otu00215","Otu00218","Otu00222","Otu00223","Otu00224","Otu00227","Otu00230","Otu00232","Otu00234","Otu00236","Otu00237","Otu00238","Otu00239","Otu00240","Otu00241","Otu00242","Otu00245","Otu00246","Otu00247","Otu00249","Otu00250","Otu00252","Otu00253","Otu00254","Otu00257","Otu00258","Otu00259","Otu00261","Otu00263","Otu00264","Otu00265","Otu00266","Otu00267","Otu00268","Otu00269","Otu00270","Otu00272","Otu00273","Otu00274","Otu00276","Otu00277","Otu00278","Otu00279","Otu00280","Otu00281","Otu00282","Otu00284","Otu00285","Otu00287","Otu00288","Otu00289","Otu00290","Otu00291","Otu00292","Otu00295","Otu00296","Otu00298","Otu00299","Otu00300","Otu00301","Otu00303","Otu00304","Otu00305","Otu00306","Otu00308","Otu00309","Otu00310","Otu00311","Otu00316","Otu00317","Otu00318","Otu00321","Otu00322","Otu00323","Otu00326","Otu00327","Otu00329","Otu00330","Otu00332","Otu00333","Otu00335","Otu00336","Otu00337","Otu00338","Otu00339","Otu00340","Otu00342","Otu00343","Otu00345","Otu00346","Otu00347","Otu00350","Otu00351","Otu00352","Otu00353","Otu00355","Otu00359","Otu00360","Otu00362","Otu00366","Otu00367","Otu00368","Otu00370","Otu00371","Otu00372","Otu00373","Otu00374","Otu00375","Otu00376","Otu00378","Otu00379","Otu00380","Otu00382","Otu00383","Otu00384","Otu00385","Otu00386","Otu00387","Otu00389","Otu00390","Otu00391","Otu00392","Otu00393","Otu00394","Otu00395","Otu00396","Otu00398","Otu00399","Otu00402","Otu00404","Otu00405","Otu00406","Otu00407","Otu00409","Otu00410","Otu00411","Otu00412","Otu00414","Otu00415","Otu00416","Otu00417","Otu00419","Otu00421","Otu00422","Otu00423","Otu00424","Otu00426","Otu00428","Otu00430","Otu00433","Otu00434","Otu00435","Otu00436","Otu00437","Otu00438","Otu00439","Otu00441","Otu00443","Otu00444","Otu00445","Otu00446","Otu00447","Otu00448","Otu00449","Otu00451","Otu00452","Otu00454","Otu00455","Otu00456","Otu00458","Otu00461","Otu00463","Otu00464","Otu00465","Otu00467","Otu00468","Otu00470","Otu00471","Otu00472","Otu00473","Otu00475","Otu00476","Otu00477","Otu00478","Otu00480","Otu00481","Otu00483","Otu00484","Otu00485","Otu00486","Otu00488","Otu00491","Otu00492","Otu00494","Otu00495","Otu00496","Otu00497","Otu00499","Otu00503","Otu00504","Otu00506","Otu00508","Otu00509","Otu00510","Otu00511","Otu00512","Otu00514","Otu00515","Otu00516","Otu00518","Otu00521","Otu00523","Otu00524","Otu00525","Otu00528","Otu00529","Otu00530","Otu00532","Otu00533","Otu00535","Otu00536","Otu00539","Otu00540","Otu00542","Otu00545","Otu00546","Otu00549","Otu00551","Otu00553","Otu00555","Otu00556","Otu00557","Otu00559","Otu00561","Otu00563","Otu00564","Otu00565","Otu00567","Otu00569","Otu00570","Otu00571","Otu00573","Otu00574","Otu00575","Otu00576","Otu00577","Otu00578","Otu00581","Otu00582","Otu00583","Otu00584","Otu00586","Otu00587","Otu00589","Otu00590","Otu00592","Otu00593","Otu00594","Otu00595","Otu00599","Otu00600","Otu00602","Otu00605","Otu00606","Otu00607","Otu00608","Otu00609","Otu00610","Otu00613","Otu00615","Otu00616","Otu00617","Otu00619","Otu00620","Otu00622","Otu00623","Otu00624","Otu00628","Otu00630","Otu00632","Otu00634","Otu00635","Otu00638","Otu00639","Otu00640","Otu00641","Otu00642","Otu00643","Otu00645","Otu00646","Otu00647","Otu00649","Otu00650","Otu00651","Otu00652","Otu00654","Otu00659","Otu00660","Otu00662","Otu00663","Otu00664","Otu00666","Otu00667","Otu00668","Otu00669","Otu00670","Otu00671","Otu00672","Otu00673","Otu00675","Otu00677","Otu00682","Otu00685","Otu00686","Otu00688","Otu00690","Otu00691","Otu00692","Otu00693","Otu00695","Otu00696","Otu00697","Otu00698","Otu00702","Otu00704","Otu00705","Otu00708","Otu00710","Otu00711","Otu00714","Otu00716","Otu00722","Otu00723","Otu00724","Otu00727","Otu00729","Otu00730","Otu00731","Otu00732","Otu00733","Otu00734","Otu00736","Otu00739","Otu00744","Otu00745","Otu00749","Otu00750","Otu00751","Otu00752","Otu00755","Otu00756","Otu00761","Otu00764","Otu00766","Otu00767","Otu00768","Otu00770","Otu00772","Otu00774","Otu00775","Otu00777","Otu00778","Otu00780","Otu00781","Otu00783","Otu00784","Otu00786","Otu00787","Otu00790","Otu00793","Otu00794","Otu00796","Otu00797","Otu00799","Otu00800","Otu00802","Otu00803","Otu00805","Otu00806","Otu00807","Otu00809","Otu00813","Otu00817","Otu00818","Otu00820","Otu00823","Otu00824","Otu00825","Otu00827","Otu00829","Otu00830","Otu00833","Otu00835","Otu00836","Otu00837","Otu00838","Otu00839","Otu00842","Otu00843","Otu00846","Otu00849","Otu00850","Otu00851","Otu00855","Otu00856","Otu00857","Otu00859","Otu00862","Otu00863","Otu00866","Otu00867","Otu00869","Otu00870","Otu00871","Otu00872","Otu00878","Otu00880","Otu00882","Otu00883","Otu00884","Otu00885","Otu00886","Otu00890","Otu00893","Otu00894","Otu00895","Otu00902","Otu00904","Otu00906","Otu00907","Otu00908","Otu00909","Otu00911","Otu00914","Otu00915","Otu00916","Otu00927","Otu00929","Otu00931","Otu00932","Otu00933","Otu00935","Otu00936","Otu00939","Otu00944","Otu00945","Otu00946","Otu00951","Otu00952","Otu00953","Otu00958","Otu00959","Otu00961","Otu00962","Otu00965","Otu00967","Otu00968","Otu00969","Otu00970","Otu00974","Otu00975","Otu00976","Otu00979","Otu00980","Otu00983","Otu00984","Otu00987","Otu00991","Otu00993","Otu00995","Otu00997","Otu01001","Otu01004","Otu01005","Otu01007","Otu01008","Otu01009","Otu01010","Otu01011","Otu01013","Otu01015","Otu01016","Otu01017","Otu01018","Otu01021","Otu01022","Otu01023","Otu01027","Otu01028","Otu01030","Otu01032","Otu01033","Otu01040","Otu01041","Otu01042","Otu01043","Otu01044","Otu01046","Otu01047","Otu01053","Otu01056","Otu01057","Otu01063","Otu01064","Otu01065","Otu01066","Otu01068","Otu01069","Otu01070","Otu01074","Otu01076","Otu01080","Otu01081","Otu01083","Otu01087","Otu01089","Otu01091","Otu01094","Otu01095","Otu01097","Otu01098","Otu01103","Otu01104","Otu01105","Otu01108","Otu01109","Otu01110","Otu01115","Otu01118","Otu01119","Otu01132","Otu01134","Otu01139","Otu01140","Otu01142","Otu01144","Otu01146","Otu01147","Otu01148","Otu01151","Otu01152","Otu01153","Otu01160","Otu01166","Otu01168","Otu01169","Otu01174","Otu01176","Otu01177","Otu01184","Otu01185","Otu01186","Otu01188","Otu01189","Otu01195","Otu01198","Otu01202","Otu01203","Otu01210","Otu01217","Otu01223","Otu01230","Otu01233","Otu01235","Otu01241","Otu01245","Otu01246","Otu01247","Otu01253","Otu01255","Otu01256","Otu01261","Otu01262","Otu01268","Otu01270","Otu01272","Otu01276","Otu01277","Otu01278","Otu01279","Otu01280","Otu01281","Otu01282","Otu01283","Otu01286","Otu01289","Otu01291","Otu01301","Otu01304","Otu01305","Otu01306","Otu01307","Otu01314","Otu01317","Otu01320","Otu01322","Otu01328","Otu01335","Otu01338","Otu01340","Otu01342","Otu01343","Otu01346","Otu01356","Otu01359","Otu01361","Otu01372","Otu01383","Otu01391","Otu01400","Otu01403","Otu01409","Otu01415","Otu01418","Otu01419","Otu01424","Otu01444","Otu01448","Otu01452","Otu01456","Otu01462","Otu01463","Otu01465","Otu01470","Otu01472","Otu01474","Otu01476","Otu01477","Otu01484","Otu01492","Otu01496","Otu01497","Otu01498","Otu01522","Otu01525","Otu01529","Otu01536","Otu01537","Otu01540","Otu01552","Otu01570","Otu01598","Otu01613","Otu01626","Otu01633","Otu01645","Otu01648","Otu01669","Otu01682","Otu01684","Otu01686","Otu01700","Otu01712","Otu01746","Otu01754","Otu01770","Otu01773","Otu01783","Otu01786","Otu01802","Otu01835","Otu01881","Otu01889","Otu01902","Otu01913","Otu01930","Otu01931","Otu01942","Otu01946","Otu02076","Otu02157","Otu02179","Otu02207","Otu02502"
"F1_GI",0.00104,0.48398,0,0.00182,0,0.24132,0.0014,0,2e-04,0.00182,0.01304,0,0.00292,0.11686,0,0,0,0,0,0.00182,0,0,0.00028,0,0.001,0.00042,0,0,4e-04,0,0,0,0,0.00022,0,0,0,0,0,0.06216,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01174,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1_HG",0.0476,0,0.00056,0.00036,0,0,0,0.00262,0,0,0,0.01186,0.00232,0,4e-04,0.05626,0.00218,0,0,0,0.00204,0,0.03826,0,0,0,0.0402,0,0,0,0,0.0014,0.04456,0.00024,0.01652,0.01476,0.00636,0,0.01278,0,0,0,0,0,0.03878,0,0,0.00788,0,0.00374,0,0.0095,0,0.01026,0,0.01538,0.00496,0.00412,0.00952,0,0,0,0.01812,0.01228,0,0,0,0,0.00092,0.00614,0,0,0,0,0,0.00038,0,0.00036,0,0.00156,0,0,0.0026,0,0.00482,0,0.0064,0,0,0.00262,0,0.03322,0,0.00082,0.00456,0,0,0.00666,0.00206,0,0.0038,0.00146,0.0083,0.03342,7e-04,0.00112,0,0,0,0,0,0,0,0.00408,0.0019,0,0.00604,0.00612,0.00152,0.00072,0,0.0058,0.00652,0.00028,0,0.00382,0,0.0018,0,0,0.00368,0,0,0,0,0,0,0.00046,0,0,0.00274,0.00738,0.00022,0.00064,0,0.00074,0.00664,0.00106,0,0,0,0.00066,0,0,0.0088,0.00112,0,0,0,4e-05,0.00026,0.00156,0.00076,0,0,0.00252,0,0,0.00032,0,0,0.00452,0,0.00066,0.00046,0,0,0,0,0.00178,0,0.0022,0.00244,0,0,0.00148,0,0.0021,0,0,0.00132,0.00026,0,0,0.00076,0.0039,0,0,0,0,0,0,0.00014,0.00204,0.0018,0.00198,0,0,0,0,0.00054,0,0,0,0,0,0.00316,0.00288,0,0,0.00186,0.00374,0,0,0.00256,0,0,0.00092,0.004,0.00234,0,0,0,0,0,0.00458,0,0.0037,0,0,0,0,0,0.00568,0,0.001,0,0,0,0,0.00148,0.00688,0,0,0.00086,0.00062,0.00154,0,0,0,0.001,0,0.0072,0,0,0.00406,0,0,0.0077,0,0,0.00206,0.00146,0.00732,0,0.00118,0.00076,0,0,0.00114,0,0,0.0022,0,0,0.0046,0.00214,0,0,0.0016,0,0,0.0018,0,0,0.00082,1e-04,0,2e-04,0,0,0,0.00466,0,0.0019,0,0.00134,0,0.00012,0,0,0.00156,0.00186,0.00324,0.00202,0,0,0,0.00088,0.00126,0.0013,0,0.00786,0,0,0,0,0,0.00172,0.00048,0,0,0,0.00022,0,0,0,0.00012,0,0.0062,0,0,0,0.00116,0.00018,0,0,0,0.00028,0,0.0027,0,0,0,0.00102,0,0.00198,0,0.00012,0,0,0.00196,0,0,0.00522,0.00132,0,0.001,0,0,0,0.00068,0.00406,0.00026,0.00236,0.00022,0,0,0.00024,0,9e-04,0,0.00054,0.00114,0.00066,0,0,0,0,0.00132,8e-05,0,0,0.00136,0.00066,0.00222,0.0015,0.00228,0.00044,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0.00034,0.00156,0,0,0,0,0.00036,0,0,0,0.00244,0,0,0,0,0,0,0.00058,0.00026,0.00056,0,0,0,0,0,0,0,0.00272,0.00108,0,0,0,0,0.00024,0,0,0,0,0,0.0012,0,0.00288,0.00596,0,0,0.00176,0,0.00614,0,0,0,0,0,0.00052,0,0,0,0,0.00182,0,0.00122,0,0.00068,0,0.00048,0,0,0,0,0,0.00062,0.00032,0.00144,0,0,0,0,0,0.00084,0.00068,0,4e-04,0,0,0,0,0,0,9e-04,0,0.00042,0.00434,0,0.00766,0.00096,0.00058,0,0.001,0,0.00088,0.00204,0.00046,0,0.00132,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0.00058,0,0.00056,0,0,0,0.00044,0.00076,0,0.00056,0,0,0,0,0.00048,0,0,0,0.00134,0,0,0,0.00158,0,0,0,0,0,0,0.00056,0,0,0.00064,0.00038,0,0,0,4e-04,0,0.00026,0,0,0,0.00256,0.0011,0,0,0,0,0,0.00304,0,0,0.00038,0,0,0,0,0,0.00054,0,0,0,0,5e-04,0,0.00076,0,0,0,0,0,0.00062,0.00144,0,0,0,0,0.00882,0,0,0,0,0,0,0,0,0.0013,0,0,0,6e-04,0,0.00498,0,0,0,0,0.00054,0,0.00086,0.00036,0,0.00136,0,0,0.00044,0,0.00034,0.00052,0,0,0,0,0,0,0,5e-04,0.00042,0,0,0,0,0,0,0,0,0.00018,0.00312,0,0,0,0,0.0025,0.00054,7e-04,0,0.0022,0.00034,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0.00042,0.00118,0,0,0,0,0,0,0.00018,0.00068,0.00026,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0,0.00138,0,0,0.00026,0,0,0,0,0,0,0,0.00054,0.00124,7e-04,0,0,0,0,0,0.00092,0.00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.0028,0.00032,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1_PC",0.0032,0.02838,0.0017,0.146,0.00036,0.04434,0.00056,0,0.001,0.02102,0.0012,0.00158,0.17122,0.05132,0.00258,0,0,0.00592,0,0.07076,0,0,0.00024,0,0.07268,0.12354,0,0,0.02864,0,0,0.00022,0,0.09164,0.00014,0,0.0035,0.04504,0,0,0.00082,0,0,0.00136,0.00018,0.02254,0,0,0,0,0,0,0,0,0.00134,0,0,0,0,0.00028,0,0,0.00022,0,0,0,0.01174,0.00034,2e-04,0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0,0.00092,0,0,0,0,0.00016,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0.00298,5e-04,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0.00172,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.00044,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0.00174,0,0,0,0,0,0,0.00314,0.00034,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384,0,0,0,0,0.00128,0,0,0,0,0,0,5e-04,0,0,0.00038,0.00054,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,6e-05,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1_STOM",0.0022,0.00424,0.46626,0.00034,0,0.01116,0.00246,0.00018,0.00026,4e-04,0.00092,0,0.00028,0.01376,0.00048,0,0,0,0,0,0,2e-04,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0.00332,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0.09054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,4e-05,0,0,0,0,0,0.011,0,0,0,0,0,4e-05,0,0,0,0,0.00014,0,0,0.03588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01788,0,0,0,0,0,0,0,0,0.00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01328,0,0,0,0,0,0,0,0,0,0.00616,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0.00084,0,0,0,0,0,0,0,0,0,0.0016,0,0,0.00102,0,0.002,0,0.0012,0,0.00128,0.00066,0,0.001,0.00064
