"","Otu00003","Otu00004","Otu00005","Otu00015","Otu00019","Otu00025","Otu00027","Otu00032","Otu00040","Otu00047","Otu00057","Otu00058","Otu00059","Otu00061","Otu00062","Otu00063","Otu00069","Otu00072","Otu00079","Otu00081","Otu00082","Otu00083","Otu00087","Otu00089","Otu00090","Otu00091","Otu00092","Otu00094","Otu00095","Otu00097","Otu00100","Otu00104","Otu00107","Otu00108","Otu00111","Otu00118","Otu00122","Otu00131","Otu00132","Otu00133","Otu00134","Otu00135","Otu00137","Otu00139","Otu00140","Otu00141","Otu00156","Otu00157","Otu00159","Otu00162","Otu00165","Otu00166","Otu00188","Otu00192","Otu00194","Otu00204","Otu00207","Otu00257","Otu00395"
"F5_GI_4",2.22746949722351,-0.426657548914345,0.0848037619783638,-0.573822163455939,0.0300314808872864,0.713199679955914,0.264097665867558,0.510781015387973,0.345729474659338,0.116397528845637,0.0484634312472769,-0.2672629637207,0.283474114531477,0.778395597304633,-0.0500903564488514,0.355974091904647,0.402133124521141,0.743603509117008,-0.236893219602746,-0.017695018597484,-0.471228389243889,-0.763308551489298,0.00539150630004917,0.333234736198292,0.647454245759444,0.620926592290541,0.122036230636509,0.474862764013847,0.90462520048844,0.0806413350189142,0.375041740607099,0.41980246052618,0.939522333391729,-0.166045366635228,0.524653151114277,0.00272697637137683,0.767862880496785,-0.142945714087182,-0.562801704826092,0.4618272057812,-0.0370484984629853,0.0340364474029426,0.272198424404613,0.992341528743391,1.48430670108931,-0.363046462112375,0.304158236189306,-0.00646996880049896,-0.0804417350330392,0.190028508299198,-0.311804081627165,-0.0772973335578721,0.218287696500343,0.217727140881299,0.347721850750496,-0.583047820945601,-0.0932096982122471,0.401994956040515,-0.215538185213488
"F5_HG_1",0.989524949262535,-0.3257637051626,0.0578957453200638,-0.540885095512228,0.662600591035823,1.98453171674194,-0.205607343927531,-0.27306036546558,1.43178668668727,0.74452375933903,0.63052432589602,0.125396937546739,1.19645005616083,2.23606652863748,0.497374433097922,1.09308805658108,1.15040557705831,1.24495558055785,0.604968466156617,-0.109606510069971,-0.391878628858551,-0.763308551489298,0.703582681316539,1.13162040172617,1.63214293625828,1.52623812339392,-0.835043975337982,1.07619969814259,1.9489497785127,0.378050418673215,-0.334523699625251,1.01771164665585,0.449175202092634,0.438187984263957,1.76214679104104,-0.813313043748082,-0.902422988471793,-0.226669289387816,-0.562801704826092,-0.326001554518316,0.370656950747344,0.687205758746834,0.896634220525261,-0.090216764577117,-0.15720314671566,-0.128096743446753,1.33526130866935,0.558778909711131,0.375195009088667,-0.617471091702187,-0.311804081627165,-0.649257589427558,-0.195322938719762,-0.712564207481966,0.762995900439931,-0.583047820945601,0.661223351408632,-0.801392250954468,0.486080166185586
"F5_HG_2",0.999434344820053,-0.27531426067912,-0.0675586453198223,-0.538196376355207,0.831429562000358,1.74389188357708,-0.245087663110141,-0.445043526616094,1.25938472264914,0.986301150885728,0.617023202071951,0.0680525177214807,1.40893159951221,1.83345588478121,0.660863733624655,1.31561031986519,1.58672213612563,0.956407449832805,0.658963778794224,-0.245492145745769,-0.436130695215456,0.0523998440228733,0.886869818267976,1.23174345240047,1.57290808933512,1.44475265766513,-0.835043975337982,1.33290318199041,1.93095070108936,0.486260487185085,-0.314134850344934,0.996459966219463,0.576638316249632,0.470868712345463,1.69342071949749,-0.813313043748082,-0.902422988471793,-0.44121128628535,-0.562801704826092,-0.442774187512586,0.536051451817753,0.748609671508621,1.00845139081796,-0.186576890609417,-0.294319127093765,-0.11598250225547,1.5839603542999,0.731094106053528,0.631998557503218,-0.0593962348947961,-0.409066514224165,-0.649257589427558,-0.0793342302302567,-0.201102666078719,0.839712258681902,0.166590215714402,1.01743200477597,-0.801392250954468,0.486080166185586
"F5_HG_3",0.621738824741217,-0.426657548914345,0.173195659742307,-0.512556800479637,0.91749106947272,1.79899775507125,-0.30047282094844,-0.431440182196813,1.75272164083746,0.834746485271778,0.886312615342521,0.131494909113325,1.17635427764231,2.00535479271871,0.567235587395947,1.37365090520921,1.25738243309738,1.25142042704731,0.685324076688849,0.12162602855593,-0.420480565193637,0.0113699728602001,0.622837859361449,0.867313725167507,1.67648482024783,1.91739015800435,-0.835043975337982,1.04034000929944,2.22012783780704,0.336480384744953,-0.479870182010861,1.05609112474076,0.467317516485529,0.646544329932924,2.31302487508688,-0.813313043748082,-0.902422988471793,-0.422416864567751,-0.562801704826092,-0.295676389367178,0.518056121316158,0.528634055784351,1.15639063095764,-0.688162773321693,-0.396088186959318,-0.222031141762395,1.43233779354246,0.538136176516711,0.266213212622119,-0.75045361932504,-0.27757279365243,-0.649257589427558,-0.181565211630269,-0.712564207481966,0.656586777183109,0.0359309686196933,1.37367711062208,-0.801392250954468,0.730590733215615
"F6_GI_1",-0.43542098344111,0.387470398513705,0.305368323267519,-0.829706938658214,0.559069715020298,-0.426698645874548,-1.17649416044376,1.35982355121028,-0.563934327129686,-0.407283987595161,-0.714633376586343,-0.609098306669544,-0.580561456099501,-0.0705620031468583,-0.706108641454727,0.0396310438719885,-0.296227147788104,0.4022815535475,0.169488752022458,0.463413499297327,-0.662784755408134,-0.763308551489298,0.710438682837248,-0.368830571439931,-0.778460440710262,-0.379030354587473,1.00247390345424,-0.293094890347268,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.446461898782319,-1.24494249494649,-0.764421963118573,0.111924504220031,-0.813313043748082,-0.902422988471793,-0.863848294220264,-0.562801704826092,-0.377897205383569,-0.761623867622664,0.1996976920972,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,-0.213402857687888,-0.1842001074781,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.128848670881494,-0.712564207481966,-0.654324664786875,0.999524006247767,-0.688082607251146,-0.801392250954468,-0.566305257916794
"F6_GI_3",-0.283317351766782,-0.426657548914345,0.562850670483335,-0.829706938658214,-0.903279895504374,-1.01929983339216,0.144505252136352,-0.145109284703162,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-0.629878768973787,-1.05643368780884,-0.36313912656882,-1.01849539534034,2.04898111109446,0.0842163215819171,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,0.803414317794187,-1.20553534599323,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.944405909299918,-1.24494249494649,-0.764421963118573,-0.997520971410018,-0.813313043748082,-0.0913947719327786,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,-0.988712672816353,-0.755024769247803,-0.688162773321693,-0.479178148716722,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,-0.75045361932504,-0.841795400360935,0.947749649445564,3.90506109526275,1.00809232337512,-0.654324664786875,-0.583047820945601,-0.688082607251146,-0.077377446175393,-0.566305257916794
"F6_GI_4",-0.48598343708461,-0.426657548914345,-0.171267479714571,-0.829706938658214,-0.186178106547049,-0.61029793572829,0.0116133789367712,0.786604555621549,-0.891523116900759,0.810392911776132,-0.714633376586343,-0.609098306669544,-0.889445555134343,0.677863323142193,-0.39571434567911,0.600158816824281,-0.176871738110056,0.843925723353704,-0.0410363630909038,0.798039951841698,0.176828019543652,-0.763308551489298,-0.129333525595129,-0.933098457276684,-0.778460440710262,-0.95346914985675,-0.262688366045085,0.644309682415063,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.944405909299918,-1.24494249494649,-0.764421963118573,0.147857255989464,-0.813313043748082,-0.683742138655864,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,2.1717796285853,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,-0.682403763448821,1.0656451034223,-0.75045361932504,-0.841795400360935,-0.649257589427558,2.27294204563972,0.10237880369488,-0.654324664786875,1.10887170306058,-0.688082607251146,-0.801392250954468,-0.215538185213488
"F6_HG_1",-0.757917308174204,-0.426657548914345,-0.708075338920505,-0.829706938658214,1.60980802023491,-0.508828351646066,-0.844057084631777,0.18710190483446,-0.891523116900759,0.08611537527975,-0.714633376586343,-0.609098306669544,-0.889445555134343,0.397463344749532,-0.327955660839941,1.57735784006814,-0.0993528655552579,1.89646486413955,0.0142647044449271,0.110253374274191,-0.405781494609333,0.0914650509606459,1.04634723493805,-0.479884209072056,-0.778460440710262,-0.95346914985675,-0.285147995135271,0.489626058842026,-0.882433466842323,-0.146938985211552,-0.847310199444419,-0.944405909299918,-0.599825544989414,-0.764421963118573,0.662295052355474,-0.813313043748082,-0.902422988471793,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,0.763625984336318,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,-0.146073556422947,0.165796765374427,-0.75045361932504,-0.841795400360935,-0.649257589427558,0.798870009075201,-0.712564207481966,-0.654324664786875,1.5201602214877,-0.688082607251146,-0.801392250954468,-0.0304925592841696
"F6_HG_2",-0.987062410729062,-0.426657548914345,-0.777700516194499,-0.829706938658214,3.04782568044159,-0.779354608182176,-1.17649416044376,0.453567732397649,-0.891523116900759,-0.695984775823372,-0.714633376586343,-0.609098306669544,-0.889445555134343,-0.352054278507576,0.0939348493950453,1.25621672833362,-0.308019003711348,0.426519449297178,-0.450995544393323,-0.255928293042502,-0.662784755408134,0.423947342355243,0.249648525778756,-0.596995860612188,-0.778460440710262,-0.95346914985675,0.0100592422341254,-0.272881471628772,-0.424168361649869,-0.754605331494159,-0.847310199444419,-0.944405909299918,-1.24494249494649,-0.764421963118573,0.343425352266535,-0.813313043748082,-0.902422988471793,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,-0.103030272365715,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,0.308385245453397,-0.451786834470049,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.656420730389812,-0.712564207481966,-0.654324664786875,3.40126964465875,-0.688082607251146,-0.801392250954468,0.361792878586352
"F6_HG_3",-1.09617048259166,-0.426657548914345,-0.861699724752095,-0.829706938658214,0.993340649541641,-0.67592492564262,-1.17649416044376,0.686135772625987,-0.891523116900759,-0.6804930641642,-0.714633376586343,-0.609098306669544,-0.889445555134343,-0.110615919282968,0.0428757463987663,1.12106418741458,-0.396424803707304,0.570062409086111,-0.343693860209391,0.173478065147231,-0.662784755408134,0.574009778835466,1.05214031178858,-0.553919797888616,-0.778460440710262,-0.95346914985675,0.603428263022593,-0.030928843957338,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.944405909299918,-1.24494249494649,-0.764421963118573,0.36143904918437,-0.813313043748082,-0.902422988471793,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,0.214287989521041,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,0.906114652174525,-0.600340896929122,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.944917804928724,-0.712564207481966,-0.654324664786875,2.6967189358434,-0.688082607251146,-0.801392250954468,0.00650452073201936
"F7_GI_2",-0.707037382602092,0.0599793979415097,0.493065640974045,0.121316732920656,-0.850950866886621,-0.718500538874039,-1.17649416044376,2.57543028157434,-0.563934327129686,-0.850018644641943,-0.714633376586343,-0.609098306669544,-0.601892025582931,-0.86503447088352,-0.789414214709797,-1.18599494695089,-0.789786285873034,-0.53343789997079,-0.807748809065372,0.251292175857044,-0.662784755408134,-0.763308551489298,-0.946164892182404,-0.933098457276684,-0.555859120748774,-0.595269901473205,-0.835043975337982,-1.20553534599323,-0.612176968889544,-0.754605331494159,-0.847310199444419,-0.573270256246598,-0.430774600152743,-0.764421963118573,-0.660894520177611,-0.813313043748082,-0.574396246159839,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,-0.988712672816353,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.519241422334437,-0.682403763448821,-0.958957637902778,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.944917804928724,-0.712564207481966,-0.654324664786875,-0.583047820945601,-0.688082607251146,-0.801392250954468,-0.566305257916794
"F7_GI_3",-1.00820679582087,-0.0524695291283371,-1.15538618428917,0.160072230019102,-1.02960471887557,-1.01929983339216,2.42099788838634,-0.655757440441502,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-1.18599494695089,-1.05643368780884,-0.944491267045466,-1.01849539534034,-0.831203579125658,3.39000074138787,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,-0.0736636516897693,-1.20553534599323,-0.882433466842323,-0.754605331494159,-0.451920512595082,-0.944405909299918,-1.24494249494649,-0.601578055184801,-0.997520971410018,2.99995417479301,3.2434241360605,1.00591324148291,-0.562801704826092,-0.643700837694987,-0.761623867622664,-0.988712672816353,-0.755024769247803,3.06606530800126,0.589404884199054,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,1.85539111850997,2.2718997437342,1.53254998566196,-0.405171206294501,3.63142729906927,-0.654324664786875,-0.583047820945601,-0.688082607251146,3.56209000801358,-0.566305257916794
"F7_GI_4",-0.913575835730661,0.1810897186274,-1.0809852094913,-0.186605092264452,-0.823310268661159,-0.742228485413982,2.87748785089342,-0.469241313760625,-0.891523116900759,-0.384142625059601,-0.0948557025228992,0.20110429008499,-0.601892025582931,-0.690680871978526,-0.442132499581064,-1.18599494695089,-0.679327257812084,-0.944491267045466,-0.624211490390909,-0.553587414874069,2.84387838931795,-0.763308551489298,-0.889535905190362,-0.567713976655149,-0.218229520776051,-0.65073956817673,-0.835043975337982,0.331636172137761,-0.595782207677375,-0.754605331494159,-0.157202957541751,-0.612454302969766,-0.797324050289471,0.0251116330041218,-0.777150167965786,2.28695634860174,1.36549119349413,2.94466699871814,-0.0681602823601748,-0.643700837694987,-0.546415156599567,-0.988712672816353,-0.755024769247803,2.58328395326673,0.810410241832487,-0.128096743446753,-0.396775574827681,-0.682403763448821,-0.958957637902778,3.96336251390874,2.24147711139435,4.03170638313096,0.431524928360385,2.40340969788224,0.325194541304503,-0.583047820945601,-0.137340983576037,0.60315181850258,-0.566305257916794
"F7_HG_1",-1.01165798776513,0.0779732491189363,-1.51656425827836,-0.453969226614313,-0.0444976481827613,0.65193827885981,0.985505099555377,-1.17410748857005,0.0786843615187704,1.59083731607219,2.10875988324761,2.82409523964332,1.15763241246953,0.866384794705023,1.7265107358662,0.719010525424668,0.997084136076183,0.864892086766655,0.71128547519543,-1.22064171879898,1.04850574006066,1.35727046573708,0.797376909125026,0.253539977075504,2.02993164080972,0.834397311066467,-0.835043975337982,0.713775793190508,0.516305713465551,0.211699888537784,-0.658826245327704,0.978572157199174,-1.24494249494649,1.94839195204373,1.30923674153726,-0.147068056628922,0.207627671551282,0.410828637226076,2.90379541583632,-0.643700837694987,0.878292546885969,1.61495617941475,0.000907806061320226,-0.160834511512409,-0.848859216189337,2.16233813765378,2.30133311847317,0.190275399995735,0.334363961180844,1.04466294383677,-0.10483797514409,0.424969212032757,-0.367900572237541,0.161954914439556,2.96824927680467,0.216077005134695,1.61185508467643,0.0783047844076386,-0.566305257916794
"F7_HG_2",-1.09617048259166,-0.0628213888435968,-1.62133196156981,-0.542238858195433,0.353652359630951,0.745027534713974,0.424840973580636,-1.15597508645979,0.290609782168541,1.52732516042278,2.79483861136688,2.94203461433717,0.903948806393038,1.01077009492949,1.63291641927551,1.02990375051829,1.39287242966007,0.870096174730236,0.808429284004244,-1.22064171879898,0.558583643827816,1.67642598285267,0.564429495836377,0.177415685107439,1.81781597802629,0.88267231389673,-0.835043975337982,1.03755808837704,0.992313461038042,0.422524364545289,-0.847310199444419,0.699702242462018,-1.24494249494649,2.84283922926388,1.78565861680548,-0.254109862668204,0.135168966227724,0.0813354692434833,2.5838765732193,-0.643700837694987,0.719682291432581,1.84385082052043,0.15085257439181,-0.688162773321693,-0.848859216189337,2.5501526563072,2.28350623707049,0.0872012478367309,0.248575877552782,0.28838096459345,-0.409066514224165,0.0813552102058536,-0.488754753903018,0.206843099392348,2.30660853538509,0.725359188926394,1.99834894143272,-0.254104925516646,-0.566305257916794
